geoid,county,lat,lng,pop
060952533002,Solano,38.4928343,-121.8128584,1237
060952534021,Solano,38.4636659,-121.8125739,1470
060952534022,Solano,38.4497169,-121.829611,1036
060952534023,Solano,38.4466592,-121.8272323,501
060952534024,Solano,38.427229,-121.8319311,3400
060952534025,Solano,38.4309406,-121.8134105,1903
060952534031,Solano,38.4492806,-121.8363619,1596
060952534032,Solano,38.4387728,-121.8370426,1088
060952534033,Solano,38.4354952,-121.8502786,2348
060952534041,Solano,38.4559316,-121.8390091,2057
060952534042,Solano,38.454977,-121.8289372,1406
060952534043,Solano,38.4613853,-121.8250862,1347
060952534044,Solano,38.4637796,-121.8308147,1846
060952535011,Solano,38.1792679,-121.7087786,3462
060952535012,Solano,38.1877359,-121.7150488,1831
060952535013,Solano,38.2468592,-121.761732,689
060952535021,Solano,38.1688861,-121.6932111,2017
060952535022,Solano,38.1551001,-121.6912316,1251
060952535023,Solano,38.1307264,-121.8066614,1291
060971501001,Sonoma,38.2744357,-122.4196781,1475
060971501002,Sonoma,38.2205444,-122.4733421,537
060971501003,Sonoma,38.1723298,-122.4047325,320
060971502031,Sonoma,38.2763425,-122.4649289,1761
060971502032,Sonoma,38.2745908,-122.4553464,1705
060971502033,Sonoma,38.286695,-122.4721597,1293
060971502041,Sonoma,38.2879764,-122.4549729,837
060971502042,Sonoma,38.2888941,-122.4640704,1457
060971502043,Sonoma,38.2852594,-122.4432971,1448
060971502051,Sonoma,38.2963977,-122.4644546,892
060971502052,Sonoma,38.3290882,-122.4503045,1984
060971502053,Sonoma,38.2986925,-122.4711972,1474
060971502061,Sonoma,38.3005483,-122.450733,807
060971502062,Sonoma,38.3139372,-122.4240293,377
060971503031,Sonoma,38.2854802,-122.5315166,902
060971503032,Sonoma,38.3218848,-122.5284083,787
060971503033,Sonoma,38.2960313,-122.4962739,373
060971503034,Sonoma,38.2690885,-122.4884976,1959
060971503041,Sonoma,38.3164527,-122.4952632,1176
060971503042,Sonoma,38.308666,-122.4906082,1760
060971503043,Sonoma,38.3028285,-122.4888099,1432
060971503044,Sonoma,38.2958463,-122.4844072,1229
060971503051,Sonoma,38.3332143,-122.4971498,752
060971503052,Sonoma,38.3088073,-122.4821758,1875
060971503053,Sonoma,38.3198937,-122.4890461,2425
060971503054,Sonoma,38.3144685,-122.4844409,1020
060971503061,Sonoma,38.3132224,-122.4783657,870
060971503062,Sonoma,38.321062,-122.4832239,1078
060971503063,Sonoma,38.3406422,-122.4683223,1954
060971505011,Sonoma,38.4153208,-122.5530877,380
060971505012,Sonoma,38.3739687,-122.5726008,1450
060971505013,Sonoma,38.3563554,-122.541287,998
060971505021,Sonoma,38.3541944,-122.5121763,707
060971505022,Sonoma,38.3982207,-122.5023714,615
060971506011,Sonoma,38.2408457,-122.6154581,1434
060971506012,Sonoma,38.2373002,-122.6081607,467
060971506013,Sonoma,38.2347907,-122.6096117,1247
060971506014,Sonoma,38.2366978,-122.6170868,709
060971506021,Sonoma,38.2479964,-122.6093585,1530
060971506022,Sonoma,38.2442498,-122.612462,906
060971506023,Sonoma,38.2420729,-122.6030239,2405
060971506031,Sonoma,38.253502,-122.6267612,2378
060971506032,Sonoma,38.2453933,-122.6234348,498
060971506033,Sonoma,38.2458686,-122.6185345,794
060971506034,Sonoma,38.260098,-122.6103342,1475
060971506035,Sonoma,38.2502033,-122.6207053,963
060971506036,Sonoma,38.2525322,-122.6158895,940
060971506071,Sonoma,38.2719835,-122.6435163,900
060971506072,Sonoma,38.2817422,-122.6573952,354
060971506073,Sonoma,38.2656572,-122.616803,737
060971506074,Sonoma,38.2729879,-122.6322345,2571
060971506091,Sonoma,38.2645239,-122.6484059,2175
060971506092,Sonoma,38.2584405,-122.6458945,1276
060971506093,Sonoma,38.2597658,-122.6397103,600
060971506094,Sonoma,38.2568214,-122.6339059,989
060971506101,Sonoma,38.2633447,-122.6353952,1312
060971506102,Sonoma,38.2685857,-122.6460836,1654
060971506103,Sonoma,38.2595429,-122.6298275,853
060971506111,Sonoma,38.2474982,-122.5870675,985
060971506112,Sonoma,38.2326444,-122.5817242,755
060971506113,Sonoma,38.2372831,-122.5985862,822
060971506114,Sonoma,38.2386851,-122.5933928,1960
060971506121,Sonoma,38.2540628,-122.5982168,2904
060971506122,Sonoma,38.1800545,-122.5484711,1206
060971506123,Sonoma,38.2289004,-122.5420437,877
060971507011,Sonoma,38.2367418,-122.6264566,1526
060971507012,Sonoma,38.2287103,-122.6276174,1243
060971507013,Sonoma,38.2324951,-122.6385962,1023
060971507014,Sonoma,38.2249668,-122.6379614,1111
060971507021,Sonoma,38.2019156,-122.6141341,1720
060971507022,Sonoma,38.216817,-122.6294933,795
060971507023,Sonoma,38.1977663,-122.6394488,1200
060971507024,Sonoma,38.2245069,-122.6315338,878
060971508001,Sonoma,38.2324788,-122.6526449,709
060971508002,Sonoma,38.2289832,-122.6426172,1471
060971508003,Sonoma,38.2295164,-122.6490822,530
060971508004,Sonoma,38.2069062,-122.6660671,1840
060971509011,Sonoma,38.2378444,-122.642033,819
060971509012,Sonoma,38.2420445,-122.6359559,892
060971509013,Sonoma,38.2466678,-122.6335026,811
060971509014,Sonoma,38.2483356,-122.6399698,1218
060971509015,Sonoma,38.2515453,-122.6485554,1390
060971509021,Sonoma,38.2499579,-122.6529733,870
060971509022,Sonoma,38.2421442,-122.6541038,1092
060971509023,Sonoma,38.2368672,-122.6554489,1079
060971509024,Sonoma,38.2370502,-122.6485466,627
060971510001,Sonoma,38.267265,-122.6860776,1073
060971510002,Sonoma,38.2502236,-122.6747856,937
060971510003,Sonoma,38.2367513,-122.6667933,1343
060971511001,Sonoma,38.2883338,-122.780847,1811
060971511002,Sonoma,38.2654477,-122.7293747,2185
060971511003,Sonoma,38.2293109,-122.7246177,1069
060971512031,Sonoma,38.3276155,-122.6908423,877
060971512032,Sonoma,38.3182244,-122.6908397,1275
060971512033,Sonoma,38.3238949,-122.6943305,1110
060971512034,Sonoma,38.3264854,-122.6997806,1491
060971512041,Sonoma,38.3146085,-122.7063385,1156
060971512042,Sonoma,38.3312033,-122.7084442,1232
060971512043,Sonoma,38.3258829,-122.7102222,792
060971512051,Sonoma,38.3074743,-122.6693869,761
060971512052,Sonoma,38.2935873,-122.6858947,1649
060971512061,Sonoma,38.3560812,-122.7262784,2227
060971512062,Sonoma,38.318797,-122.7238678,1646
060971512063,Sonoma,38.3413666,-122.7270313,1530
060971513011,Sonoma,38.3351759,-122.6959209,1424
060971513012,Sonoma,38.3351525,-122.7004902,1032
060971513013,Sonoma,38.332314,-122.704129,1720
060971513051,Sonoma,38.346691,-122.7069338,2063
060971513052,Sonoma,38.3388626,-122.7097145,2396
060971513053,Sonoma,38.3408036,-122.70395,1926
060971513061,Sonoma,38.3449911,-122.690597,1317
060971513062,Sonoma,38.3457276,-122.6970518,1195
060971513063,Sonoma,38.348829,-122.69269,1292
060971513071,Sonoma,38.3661593,-122.6892728,1713
060971513072,Sonoma,38.3731778,-122.7027556,1152
060971513073,Sonoma,38.3633739,-122.7008897,1455
060971513074,Sonoma,38.3682554,-122.6955172,934
060971513081,Sonoma,38.3564785,-122.7042098,1922
060971513082,Sonoma,38.3564187,-122.6915392,1566
060971513083,Sonoma,38.3548808,-122.6876123,1567
060971513091,Sonoma,38.3406521,-122.6249934,874
060971513092,Sonoma,38.3714774,-122.6782732,2247
060971513093,Sonoma,38.3547321,-122.6766264,2708
060971513101,Sonoma,38.33744,-122.6878625,584
060971513102,Sonoma,38.3370622,-122.6924757,1384
060971513103,Sonoma,38.3416773,-122.6907627,1320
060971513104,Sonoma,38.3396743,-122.6826356,741
060971513105,Sonoma,38.3406715,-122.672925,1809
060971513111,Sonoma,38.3210055,-122.6782771,1562
060971513112,Sonoma,38.3314741,-122.6832521,1853
060971513113,Sonoma,38.3271154,-122.6808352,1145
060971513114,Sonoma,38.3341864,-122.6808836,1391
060971513115,Sonoma,38.3290836,-122.6720261,1413
060971514031,Sonoma,38.4216437,-122.698722,2387
060971514032,Sonoma,38.4051011,-122.6849752,2217
060971514041,Sonoma,38.4289676,-122.7037195,2023
060971514042,Sonoma,38.4235759,-122.7035749,1167
060971514051,Sonoma,38.3977535,-122.711631,2417
060971514052,Sonoma,38.4056718,-122.7121494,3130
060971514053,Sonoma,38.3836923,-122.7067692,497
060971514054,Sonoma,38.3934302,-122.7012192,1227
060971514061,Sonoma,38.4219705,-122.7113575,1421
060971514062,Sonoma,38.4130105,-122.7086916,1542
060971515031,Sonoma,38.4088957,-122.6251393,873
060971515032,Sonoma,38.4341187,-122.6564129,845
060971515033,Sonoma,38.4449777,-122.6549437,1447
060971515041,Sonoma,38.4345742,-122.6659879,1511
060971515042,Sonoma,38.435866,-122.6740848,1450
060971515043,Sonoma,38.4375492,-122.6629035,1217
060971515051,Sonoma,38.4079853,-122.6611066,677
060971515052,Sonoma,38.3747248,-122.6492265,628
060971515061,Sonoma,38.4337123,-122.6806136,1850
060971515062,Sonoma,38.4275239,-122.6721026,903
060971515063,Sonoma,38.429603,-122.6677987,1063
060971515064,Sonoma,38.4218561,-122.6636772,2776
060971516011,Sonoma,38.4475824,-122.6147156,766
060971516012,Sonoma,38.4634625,-122.5603935,962
060971516013,Sonoma,38.4355192,-122.5911842,969
060971516021,Sonoma,38.4078196,-122.5733864,1404
060971516022,Sonoma,38.427629,-122.5810167,609
060971516023,Sonoma,38.4320293,-122.6206293,1169
060971517011,Sonoma,38.444832,-122.6700347,2064
060971517012,Sonoma,38.4402679,-122.679178,1603
060971517021,Sonoma,38.4517009,-122.6789818,715
060971517022,Sonoma,38.4541532,-122.6604045,860
060971517023,Sonoma,38.4505722,-122.6736944,1730
060971517024,Sonoma,38.459571,-122.6529767,876
060971518001,Sonoma,38.4468929,-122.6950294,1312
060971518002,Sonoma,38.4457565,-122.6792787,576
060971518003,Sonoma,38.4433889,-122.6916655,654
060971518004,Sonoma,38.4385888,-122.6952343,1558
060971518005,Sonoma,38.4442949,-122.6845058,686
060971519001,Sonoma,38.4379565,-122.7050719,857
060971519002,Sonoma,38.4348812,-122.7032588,619
060971519003,Sonoma,38.433613,-122.7092177,554
060971519004,Sonoma,38.4347781,-122.7128416,851
060971520001,Sonoma,38.4410693,-122.7161932,1404
060971520002,Sonoma,38.4425855,-122.708538,941
060971521001,Sonoma,38.4666119,-122.7244375,1416
060971521002,Sonoma,38.4546686,-122.7218588,936
060971521003,Sonoma,38.4478247,-122.7206473,705
060971522011,Sonoma,38.4616552,-122.7144869,917
060971522012,Sonoma,38.4560242,-122.7145181,1241
060971522013,Sonoma,38.4553761,-122.7086298,1189
060971522014,Sonoma,38.4519248,-122.7134426,968
060971522031,Sonoma,38.4508777,-122.7031552,572
060971522032,Sonoma,38.4496278,-122.7101577,897
060971522033,Sonoma,38.4457848,-122.7032066,708
060971522034,Sonoma,38.447036,-122.711655,1185
060971522041,Sonoma,38.4640778,-122.6736675,1282
060971522042,Sonoma,38.4634149,-122.6796919,1243
060971522043,Sonoma,38.4663569,-122.6689645,501
060971522044,Sonoma,38.4583226,-122.6774111,1140
060971522051,Sonoma,38.4772901,-122.676887,1202
060971522052,Sonoma,38.4731655,-122.673504,966
060971523001,Sonoma,38.4658158,-122.7062496,1583
060971523002,Sonoma,38.4595727,-122.7019362,965
060971523003,Sonoma,38.4573179,-122.6918904,1027
060971523004,Sonoma,38.4546259,-122.696966,529
060971524011,Sonoma,38.4636901,-122.687428,1836
060971524012,Sonoma,38.4819705,-122.6984185,1745
060971524013,Sonoma,38.4900829,-122.6911837,836
060971524021,Sonoma,38.4753228,-122.719433,307
060971524022,Sonoma,38.4944529,-122.722542,1346
060971524023,Sonoma,38.4748617,-122.7116088,1197
060971525011,Sonoma,38.4618106,-122.6531154,1829
060971525012,Sonoma,38.4700584,-122.658418,1175
060971525013,Sonoma,38.4673035,-122.6628719,1043
060971525021,Sonoma,38.4812931,-122.6651285,2003
060971525022,Sonoma,38.475317,-122.6651796,1104
060971525023,Sonoma,38.4753078,-122.6579622,838
060971526011,Sonoma,38.5189661,-122.6869976,753
060971526012,Sonoma,38.4888661,-122.6310342,2775
060971526013,Sonoma,38.4685353,-122.650111,1375
060971526014,Sonoma,38.4689618,-122.6437301,937
060971526015,Sonoma,38.4759584,-122.6523564,848
060971526021,Sonoma,38.5333374,-122.6225737,1082
060971527011,Sonoma,38.5316792,-122.742314,390
060971527012,Sonoma,38.5105039,-122.7586268,806
060971527013,Sonoma,38.5111964,-122.7500792,542
060971527014,Sonoma,38.519451,-122.7671608,1357
060971527015,Sonoma,38.5188719,-122.778572,1292
060971527021,Sonoma,38.5016869,-122.7475885,1163
060971527022,Sonoma,38.4931306,-122.7472892,1155
060971527023,Sonoma,38.5086516,-122.7749701,1456
060971527024,Sonoma,38.5047821,-122.8049254,627
060971528011,Sonoma,38.4857953,-122.7501846,1764
060971528012,Sonoma,38.4770278,-122.7508815,712
060971528013,Sonoma,38.4845248,-122.7577364,777
060971528014,Sonoma,38.4741536,-122.7446658,712
060971528031,Sonoma,38.4697205,-122.7366205,1415
060971528032,Sonoma,38.4647129,-122.7403778,2222
060971528033,Sonoma,38.4594885,-122.7364423,1148
060971528041,Sonoma,38.4665522,-122.7317034,697
060971528042,Sonoma,38.4624671,-122.7306046,2421
060971529031,Sonoma,38.4555985,-122.7550491,750
060971529032,Sonoma,38.4563063,-122.7454265,2237
060971529033,Sonoma,38.4607221,-122.7439043,514
060971529034,Sonoma,38.4623798,-122.7471998,1466
060971529041,Sonoma,38.4648585,-122.7549759,2187
060971529042,Sonoma,38.4543918,-122.7652932,836
060971529043,Sonoma,38.4589671,-122.7594386,1139
060971529044,Sonoma,38.4620849,-122.7666849,1432
060971529051,Sonoma,38.4704378,-122.7527145,1044
060971529052,Sonoma,38.4700367,-122.7649967,1364
060971529053,Sonoma,38.4703195,-122.7577614,1730
060971529061,Sonoma,38.4634777,-122.8101078,1539
060971529062,Sonoma,38.4771595,-122.7631631,2684
060971529063,Sonoma,38.479697,-122.7928281,2012
060971530011,Sonoma,38.4562342,-122.7308124,1815
060971530012,Sonoma,38.4519677,-122.7427976,1735
060971530013,Sonoma,38.4477738,-122.7432334,1227
060971530014,Sonoma,38.4493482,-122.7307141,2438
060971530021,Sonoma,38.4434397,-122.7420385,2264
060971530022,Sonoma,38.4391957,-122.73583,2955
060971530023,Sonoma,38.4381052,-122.7227334,429
060971530024,Sonoma,38.4437171,-122.7284473,804
060971530025,Sonoma,38.4398487,-122.7282399,766
060971530031,Sonoma,38.4357402,-122.7442415,729
060971530032,Sonoma,38.4331584,-122.7289567,534
060971530033,Sonoma,38.4354664,-122.7335639,1700
060971530034,Sonoma,38.4323938,-122.7478566,2486
060971530051,Sonoma,38.4294173,-122.7849208,909
060971530052,Sonoma,38.4224832,-122.8093616,898
060971530053,Sonoma,38.4439375,-122.8060807,1236
060971530054,Sonoma,38.4340113,-122.7685743,817
060971530055,Sonoma,38.430643,-122.7607814,1731
060971530056,Sonoma,38.4357871,-122.7626279,880
060971530061,Sonoma,38.433914,-122.7562365,555
060971530062,Sonoma,38.4388956,-122.7598543,715
060971530063,Sonoma,38.4417641,-122.7559447,1162
060971530064,Sonoma,38.4507534,-122.7601208,2481
060971530065,Sonoma,38.4473311,-122.7561729,1160
060971530066,Sonoma,38.4475015,-122.7642077,1579
060971531021,Sonoma,38.4234704,-122.7187699,1375
060971531022,Sonoma,38.4180955,-122.7186723,2150
060971531023,Sonoma,38.4193919,-122.7234047,1602
060971531024,Sonoma,38.4208349,-122.726014,873
060971531031,Sonoma,38.41915,-122.7374072,2540
060971531032,Sonoma,38.419518,-122.7312307,1470
060971531033,Sonoma,38.4248596,-122.7301594,824
060971531041,Sonoma,38.4290163,-122.7201733,2069
060971531042,Sonoma,38.4293259,-122.7343304,685
060971531043,Sonoma,38.4269554,-122.7267289,1134
060971532011,Sonoma,38.407582,-122.7351691,2605
060971532012,Sonoma,38.4080774,-122.722756,1590
060971532021,Sonoma,38.3939045,-122.7303701,1069
060971532022,Sonoma,38.3981375,-122.7197336,1450
060971532023,Sonoma,38.3748441,-122.7281342,780
060971533011,Sonoma,38.4112423,-122.7793609,988
060971533012,Sonoma,38.3854806,-122.7685431,1102
060971533013,Sonoma,38.4250458,-122.762179,3691
060971533014,Sonoma,38.426811,-122.7458511,803
060971533021,Sonoma,38.4201489,-122.7474201,2135
060971533022,Sonoma,38.4096342,-122.7487369,2316
060971533023,Sonoma,38.4137708,-122.7613241,1143
060971534031,Sonoma,38.370554,-122.7892866,872
060971534032,Sonoma,38.3889911,-122.8058311,1350
060971534033,Sonoma,38.3975256,-122.8256449,634
060971534034,Sonoma,38.3915458,-122.8210982,833
060971534041,Sonoma,38.3892822,-122.8420922,877
060971534042,Sonoma,38.3924865,-122.8314844,999
060971534043,Sonoma,38.3838618,-122.8246615,633
060971534044,Sonoma,38.3740414,-122.8184611,1048
060971534051,Sonoma,38.4168209,-122.8367282,1662
060971534052,Sonoma,38.4140163,-122.8552199,968
060971534053,Sonoma,38.4067082,-122.8421115,1074
060971534061,Sonoma,38.4111345,-122.8239937,373
060971534062,Sonoma,38.4026406,-122.8299261,1186
060971534063,Sonoma,38.4009198,-122.8351249,829
060971535011,Sonoma,38.3506503,-122.7589906,898
060971535012,Sonoma,38.3585279,-122.813556,752
060971535013,Sonoma,38.3306371,-122.7665916,1071
060971535014,Sonoma,38.3320832,-122.8159133,1689
060971535021,Sonoma,38.3735065,-122.8496895,1154
060971535022,Sonoma,38.3873054,-122.8672392,602
060971535023,Sonoma,38.3661787,-122.892795,1038
060971535024,Sonoma,38.3285354,-122.872888,1010
060971536011,Sonoma,38.4396838,-122.8533596,872
060971536012,Sonoma,38.4294128,-122.8674093,848
060971536021,Sonoma,38.4167277,-122.8993467,1005
060971536022,Sonoma,38.4309671,-122.9116913,1235
060971536023,Sonoma,38.3992442,-122.8858658,1584
060971537051,Sonoma,38.5225075,-122.9201799,241
060971537052,Sonoma,38.4846554,-122.8852609,827
060971537053,Sonoma,38.4876042,-122.9063786,1206
060971537054,Sonoma,38.4858985,-122.8690396,1150
060971537071,Sonoma,38.5037318,-123.0528627,541
060971537072,Sonoma,38.4818923,-123.0232059,426
060971537073,Sonoma,38.4800536,-123.0061021,591
060971537081,Sonoma,38.4914853,-123.0025833,565
060971537082,Sonoma,38.4544786,-122.9811162,511
060971537083,Sonoma,38.4652181,-123.0118283,249
060971537084,Sonoma,38.4683151,-123.0224405,196
060971537091,Sonoma,38.5395552,-123.0221798,881
060971537092,Sonoma,38.5096294,-123.001146,695
060971537101,Sonoma,38.532352,-122.973659,990
060971537102,Sonoma,38.5157272,-122.9902568,883
060971537103,Sonoma,38.4996077,-122.9776398,527
060971537111,Sonoma,38.4897488,-122.9369463,979
060971537112,Sonoma,38.5063361,-122.919631,641
060971537113,Sonoma,38.4618318,-122.9167425,1199
060971537121,Sonoma,38.4547362,-122.881349,1080
060971537122,Sonoma,38.4644267,-122.8561284,939
060971538041,Sonoma,38.5565685,-122.8100596,1531
060971538042,Sonoma,38.5565055,-122.8151835,2131
060971538061,Sonoma,38.5595391,-122.8032114,635
060971538062,Sonoma,38.5455882,-122.8006595,790
060971538063,Sonoma,38.5522251,-122.8026121,1183
060971538071,Sonoma,38.5475063,-122.7926205,2567
060971538072,Sonoma,38.5631729,-122.7931145,1132
060971538073,Sonoma,38.5805219,-122.732869,220
060971538081,Sonoma,38.5365678,-122.803689,869
060971538082,Sonoma,38.5407704,-122.8014214,888
060971538083,Sonoma,38.5538519,-122.8188034,1815
060971538091,Sonoma,38.5317331,-122.7775157,1608
060971538092,Sonoma,38.5355819,-122.7938191,2097
060971538093,Sonoma,38.5379477,-122.7872009,1114
060971538101,Sonoma,38.5280558,-122.8491688,939
060971538102,Sonoma,38.5507839,-122.8229782,1446
060971538103,Sonoma,38.5541656,-122.8307469,1526
060971538111,Sonoma,38.5398018,-122.8202965,2343
060971538112,Sonoma,38.5224023,-122.8246112,1281
060971538113,Sonoma,38.5340398,-122.8082692,1863
060971539021,Sonoma,38.6083931,-122.8667559,2080
060971539022,Sonoma,38.6216615,-122.8698821,448
060971539023,Sonoma,38.610486,-122.8643994,1186
060971539024,Sonoma,38.6262014,-122.8681637,772
060971539031,Sonoma,38.624794,-122.8583998,1129
060971539032,Sonoma,38.6141524,-122.8661494,961
060971539033,Sonoma,38.6167078,-122.8521493,855
060971539034,Sonoma,38.6184543,-122.8651466,988
060971539041,Sonoma,38.608129,-122.8528662,1138
060971539042,Sonoma,38.5823712,-122.8258112,638
060971539051,Sonoma,38.6050239,-122.8108016,1244
060971539052,Sonoma,38.6368527,-122.8664897,1995
060971539053,Sonoma,38.6385697,-122.8224592,171
060971540001,Sonoma,38.6510282,-122.9888875,538
060971540002,Sonoma,38.572374,-122.939596,583
060971540003,Sonoma,38.6279188,-122.9120078,1173
060971541001,Sonoma,38.7299546,-122.949016,816
060971541002,Sonoma,38.6882902,-122.8795189,1120
060971541003,Sonoma,38.7843218,-122.8660785,1008
060971541004,Sonoma,38.6650925,-122.7147297,773
060971542011,Sonoma,38.7952654,-123.0160014,1423
060971542012,Sonoma,38.8352599,-123.0330128,398
060971542013,Sonoma,38.7857953,-122.9952901,650
060971542014,Sonoma,38.8106064,-123.0182099,1185
060971542021,Sonoma,38.7795166,-123.1090579,731
060971542022,Sonoma,38.8078856,-123.0221661,1261
060971542023,Sonoma,38.8025797,-123.0380999,2551
060971542024,Sonoma,38.7777041,-123.052031,2001
060971543041,Sonoma,38.6739863,-123.2241535,684
060971543042,Sonoma,38.4950128,-123.126838,555
060971543043,Sonoma,38.3694703,-123.0828011,288
060971543044,Sonoma,38.4259181,-123.0544326,483
060971543051,Sonoma,38.3307573,-122.9780224,810
060971543052,Sonoma,38.3109211,-123.0336272,526
060971543053,Sonoma,38.3712131,-123.0091159,837
060971543061,Sonoma,38.426416,-122.9702564,401
060971543062,Sonoma,38.3836223,-122.9410863,1232
060971543071,Sonoma,38.579505,-123.304101,783
060971543081,Sonoma,38.7349681,-123.4787593,935
060670001001,Sacramento,38.5805432,-121.4335726,2047
060670001002,Sacramento,38.5749144,-121.4277296,1209
060670001003,Sacramento,38.5717076,-121.4267454,795
060670002001,Sacramento,38.5760357,-121.43777,818
060670002002,Sacramento,38.5709034,-121.4369814,746
060670002003,Sacramento,38.5727392,-121.4454486,969
060670002004,Sacramento,38.5780646,-121.4435703,1161
060670003001,Sacramento,38.5804287,-121.4513122,843
060670003002,Sacramento,38.5746431,-121.4505357,1101
060670003003,Sacramento,38.576611,-121.4580015,1584
060670004001,Sacramento,38.5825469,-121.4721322,752
060670004002,Sacramento,38.5787351,-121.4715603,509
060670004003,Sacramento,38.5796269,-121.4749018,789
060670004004,Sacramento,38.5809433,-121.4653523,632
060670004005,Sacramento,38.5774864,-121.4668838,1029
060670005011,Sacramento,38.5859636,-121.4849213,866
060670005012,Sacramento,38.582681,-121.4863456,1160
060670005021,Sacramento,38.5809366,-121.4804411,977
060670005022,Sacramento,38.5841224,-121.4787623,694
060670006001,Sacramento,38.5843152,-121.4924681,699
060670006002,Sacramento,38.5870989,-121.4905798,769
060670007001,Sacramento,38.5818795,-121.5027032,2614
060670008001,Sacramento,38.5768969,-121.5063099,660
060670008002,Sacramento,38.5756438,-121.5014065,1072
060670011021,Sacramento,38.5771858,-121.4841314,735
060670011022,Sacramento,38.5762987,-121.4808052,892
060670011031,Sacramento,38.5808364,-121.4908592,121
060670011032,Sacramento,38.5738494,-121.4969967,350
060670011033,Sacramento,38.5776109,-121.4924278,837
060670012011,Sacramento,38.5694883,-121.4852355,614
060670012012,Sacramento,38.5722424,-121.4840441,1459
060670012021,Sacramento,38.5711206,-121.4913568,707
060670012022,Sacramento,38.5734333,-121.4900948,1412
060670013001,Sacramento,38.5675875,-121.4711826,1309
060670013002,Sacramento,38.5688345,-121.4758506,1155
060670013003,Sacramento,38.5697245,-121.4791865,1071
060670014001,Sacramento,38.5754098,-121.4774754,551
060670014002,Sacramento,38.5730927,-121.4687918,619
060670014003,Sacramento,38.5745197,-121.474136,1281
060670015001,Sacramento,38.5693936,-121.4534924,757
060670015002,Sacramento,38.5637187,-121.4560342,1015
060670015003,Sacramento,38.5650208,-121.4641063,628
060670015004,Sacramento,38.5681239,-121.4618631,718
060670015005,Sacramento,38.5715038,-121.4603994,1809
060670016011,Sacramento,38.5654053,-121.4374816,889
060670016012,Sacramento,38.5574305,-121.4306952,1956
060670016013,Sacramento,38.559195,-121.4397148,832
060670016021,Sacramento,38.5616822,-121.4484177,813
060670016022,Sacramento,38.5676047,-121.4461888,1406
060670017011,Sacramento,38.5490845,-121.4280432,2207
060670017021,Sacramento,38.55787,-121.4540386,1433
060670017022,Sacramento,38.5525731,-121.4407324,1224
060670017023,Sacramento,38.55077,-121.4493008,1058
060670018001,Sacramento,38.559638,-121.4654419,1396
060670018002,Sacramento,38.557455,-121.4675454,895
060670018003,Sacramento,38.5531308,-121.4678064,458
060670018004,Sacramento,38.5501515,-121.4629781,1653
060670018005,Sacramento,38.5512626,-121.4584974,1343
060670019001,Sacramento,38.5651516,-121.4804198,898
060670019002,Sacramento,38.5613878,-121.4822037,824
060670019003,Sacramento,38.5637508,-121.4747962,1159
060670019004,Sacramento,38.5600361,-121.4748502,660
060670020001,Sacramento,38.5682066,-121.4918772,779
060670020002,Sacramento,38.5645463,-121.486458,1178
060670020003,Sacramento,38.5641901,-121.4934348,953
060670021001,Sacramento,38.5703398,-121.509616,1118
060670021002,Sacramento,38.5700434,-121.4984379,893
060670021003,Sacramento,38.5667141,-121.5012439,596
060670022001,Sacramento,38.5608471,-121.5045636,1664
060670022002,Sacramento,38.5632714,-121.5142558,1568
060670022003,Sacramento,38.5517888,-121.5105441,782
060670022004,Sacramento,38.5516417,-121.508252,1264
060670023001,Sacramento,38.5585818,-121.4892952,542
060670023002,Sacramento,38.5541989,-121.4911154,1031
060670023003,Sacramento,38.5561614,-121.4974926,1160
060670023004,Sacramento,38.5603438,-121.4956828,832
060670024001,Sacramento,38.5505027,-121.502172,2239
060670024002,Sacramento,38.5484225,-121.4944438,1436
060670024003,Sacramento,38.5434321,-121.4884912,788
060670024004,Sacramento,38.5413661,-121.500346,517
060670025001,Sacramento,38.545574,-121.4775303,901
060670025002,Sacramento,38.5455326,-121.4828647,1066
060670026001,Sacramento,38.5562868,-121.4814938,1136
060670026002,Sacramento,38.5517682,-121.4787342,565
060670026003,Sacramento,38.5525077,-121.4846684,897
060670027001,Sacramento,38.5486308,-121.4749497,428
060670027002,Sacramento,38.5489998,-121.4726796,1046
060670027003,Sacramento,38.5489752,-121.4688338,771
060670027004,Sacramento,38.5437256,-121.467978,1371
060670028001,Sacramento,38.5441898,-121.4613846,1308
060670028002,Sacramento,38.5445227,-121.4552578,738
060670028003,Sacramento,38.5408002,-121.456766,1293
060670029001,Sacramento,38.5433906,-121.4479809,1508
060670029002,Sacramento,38.5431426,-121.4411563,1018
060670029003,Sacramento,38.5430776,-121.4356457,1021
060670029004,Sacramento,38.5424297,-121.4245505,1641
060670030011,Sacramento,38.5357356,-121.4163128,1693
060670030012,Sacramento,38.5359767,-121.4242862,1278
060670030021,Sacramento,38.5358891,-121.4312881,1443
060670030022,Sacramento,38.5358718,-121.4386214,1475
060670030023,Sacramento,38.536196,-121.4450168,693
060670031011,Sacramento,38.5290985,-121.4120083,1169
060670031012,Sacramento,38.5264866,-121.4159504,375
060670031013,Sacramento,38.530222,-121.4181816,1065
060670031014,Sacramento,38.5285957,-121.4241482,878
060670031021,Sacramento,38.5286785,-121.4302815,1152
060670031022,Sacramento,38.5280967,-121.4354356,1142
060670031023,Sacramento,38.5292589,-121.4408032,815
060670032021,Sacramento,38.5223317,-121.4376138,1176
